id;type;attributes.name;attributes.symbol;attributes.serie;attributes.start_date;attributes.end_date;attributes.previous_asset_id;attributes.conceptual_asset_id;attributes.last_day.book_value;attributes.last_day.net_asset_value;attributes.last_day.total_assets;attributes.last_day.total_net_assets;attributes.last_day.institutional_investors;attributes.last_day.shareholders;attributes.last_day.date;conceptual_asset_id;conceptual_asset_name;conceptual_asset_symbol;attributes.last_day.fixed_management_fee;attributes.last_day.iva_exclusive_expenses;attributes.last_day.iva_inclusive_expenses;attributes.last_day.purchase_fee;attributes.last_day.redemption_fee;attributes.last_day.variable_management_fee;attributes.last_day.fixed_fee;attributes.last_day.new_shares;attributes.last_day.outstanding_shares;attributes.last_day.redeemed_shares;attributes.last_day.close_price;attributes.last_day.adjusted_close_price;attributes.last_day.high_price;attributes.last_day.low_price;attributes.last_day.open_price;attributes.last_day.volume;attributes.last_day.dividend;attributes.last_day.split;attributes.last_day.dividend_distribution_factor;attributes.last_day.rate;attributes.last_day.dirty_price;attributes.last_day.price_as_percentage_of_par_value;attributes.last_day.duration;attributes.last_day.yield_to_maturity;attributes.last_day.variable_fee
10293;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-G;G;2013-06-18;2017-01-14;;1845,0;;1405,8162;62152028218,0;11752387366,0;0,0;140,0;2017-01-14;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;724507,0;6007,0;0,0;0,0;0,0;0,0;6,164764463908158e-05;0,0;8359831,9304;0,0;;;;;;;;;;;;;;;
10294;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-I;I;2015-03-06;2017-01-14;;1845,0;;1089,3668;62152028218,0;2087459247,0;0,0;3,0;2017-01-14;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;85790,0;1067,0;0,0;0,0;0,0;0,0;4,109780831568014e-05;0,0;1916213,3747;0,0;;;;;;;;;;;;;;;
10295;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-U;U;2015-03-03;2017-01-14;;1845,0;;1100,0944;62152028218,0;14193683892,0;0,0;2,0;2017-01-14;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;349990,0;7254,0;0,0;0,0;0,0;0,0;2,465815095383836e-05;0,0;12902241,19;0,0;;;;;;;;;;;;;;;
10305;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-S2;S2;2017-12-11;;;1845,0;;1395,977;40487304421,0;7874551220,0;1,0;1,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;96819,0;3291,0;973,0;0,0;0,0;0,0;1,229517686723485e-05;0,0;5640889,1018;0,0;;;;;;;;;;;;;;;
10301;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-F4;F4;2017-01-15;;10294,0;1845,0;;1484,2696;40487304421,0;1862485827,0;0,0;4,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;76335,0;778,0;230,0;0,0;0,0;0,0;4,098554678558636e-05;0,0;1254816,3806;0,0;;;;;;;;;;;;;;;
10304;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-S;S;2015-02-18;;;1845,0;;1468,3046;40487304421,0;0,0;0,0;0,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
10297;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-APV;APV;2017-01-15;;10291,0;1845,0;;2110,8013;40487304421,0;1862371761,0;0,0;240,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;30513,0;778,0;230,0;0,0;0,0;0,0;1,639362968860945e-05;521,1291;882305,5941;0,0;;;;;;;;;;;;;;;
15892;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-APV2;APV2;2020-08-14;;;1845,0;;1262,0143;40487304421,0;270425130,0;0,0;122,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;7389,0;113,0;33,0;0,0;0,0;0,0;2,73246544991906e-05;7,9238;214280,5566;0,0;;;;;;;;;;;;;;;
15083;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-S-APV;S-APV;2019-05-02;;;1845,0;;2144,6646;40487304421,0;7925451033,0;0,0;1,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;64963,0;3312,0;979,0;0,0;0,0;0,0;8,196757475316799e-06;0,0;3695426,7962;0,0;;;;;;;;;;;;;;;
10299;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-F2;F2;2017-01-15;;10293,0;1845,0;;1809,3263;40487304421,0;4666988070,0;0,0;60,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;287230,0;1952,0;577,0;0,0;0,0;0,0;6,147918096095065e-05;0,0;2579406,544;2763,4595;;;;;;;;;;;;;;;
10298;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-F1;F1;2017-01-15;;10290,0;1845,0;;1701,3343;40487304421,0;10790297381,0;1,0;2764,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;737271,0;4510,0;1333,0;0,0;0,0;0,0;6,831064733198179e-05;7617,5505;6342255,9918;9156,0306;;;;;;;;;;;;;;;
10302;real_asset;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994-F5;F5;2017-01-15;;10295,0;1845,0;;1568,8066;40487304421,0;1485264613,0;0,0;5,0;2024-08-20;1845;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;FFMM-ITAU-8994;36524,0;621,0;183,0;0,0;0,0;0,0;2,459090432796839e-05;0,0;946748,0822;0,0;;;;;;;;;;;;;;;
14446;real_asset;FONDO MUTUO RENDIMIENTO CORTO PLAZO;FFMM-BANCHILE-9196-UNICA;UNICA;2015-06-08;2016-06-27;;2484,0;;1039,6487;251028253567,0;172503307169,0;2,0;167,0;2016-06-27;2484;FONDO MUTUO RENDIMIENTO CORTO PLAZO;FFMM-BANCHILE-9196;1065997,0;0,0;0,0;0,0;0,0;0,0;4,246594116648303e-06;0,0;165924605,4785;75526168,6468;;;;;;;;;;;;;;;
14447;real_asset;FONDO MUTUO RENDIMIENTO CORTO PLAZO;FFMM-BANCHILE-9196-A;A;2016-06-28;2018-09-25;14446,0;2484,0;;1111,1103;419140159890,0;111562940724,0;0,0;144,0;2018-09-25;2484;FONDO MUTUO RENDIMIENTO CORTO PLAZO;FFMM-BANCHILE-9196;2870823,0;0,0;0,0;0,0;0,0;0,0;9,13127383003006e-06;94268506,9746;100406718,2013;276817115,5187;;;;;;;;;;;;;;;
14448;real_asset;FONDO MUTUO RENDIMIENTO CORTO PLAZO;FFMM-BANCHILE-9196-IT;IT;2016-07-12;2018-09-25;;2484,0;;1033,3703;419140159890,0;0,0;0,0;0,0;2018-09-25;2484;FONDO MUTUO RENDIMIENTO CORTO PLAZO;FFMM-BANCHILE-9196;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
14450;real_asset;FONDO MUTUO RENTA MENSUAL BANCOESTADO;FFMM-BANCOESTADO-9312-UNICA;UNICA;2016-04-11;2017-05-22;;2486,0;;1003,544;11365493746,0;0,0;0,0;0,0;2017-05-22;2486;FONDO MUTUO RENTA MENSUAL BANCOESTADO;FFMM-BANCOESTADO-9312;370272,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;11316592,1108;;;;;;;;;;;;;;;
14451;real_asset;FONDO MUTUO RENTA MENSUAL II BANCOESTADO;FFMM-BANCOESTADO-9397-UNICA;UNICA;2016-11-14;2017-12-21;;2487,0;;1002,6118;3610893073,0;0,0;0,0;0,0;2017-12-21;2487;FONDO MUTUO RENTA MENSUAL II BANCOESTADO;FFMM-BANCOESTADO-9397;117634,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;3598583,9754;;;;;;;;;;;;;;;
14459;real_asset;FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;FFMM-BANCHILE-9032-A;A;2013-11-07;2017-08-01;;2489,0;;1069,4704;1370203110,0;925110166,0;0,0;92,0;2017-08-01;2489;FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;FFMM-BANCHILE-9032;100853,0;0,0;0,0;0,0;0,0;0,0;0,0001090526507071444;280,5127;865017,0979;0,0;;;;;;;;;;;;;;;
14460;real_asset;FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;FFMM-BANCHILE-9032-B;B;2013-11-07;2017-08-01;;2489,0;;2716,4932;1370203110,0;187036761,0;0,0;23,0;2017-08-01;2489;FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;FFMM-BANCHILE-9032;7687,0;0,0;0,0;0,0;0,0;0,0;4,1098872536613e-05;0,0;68852,2846;0,0;;;;;;;;;;;;;;;
14461;real_asset;FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;FFMM-BANCHILE-9032-C;C;2013-11-07;2017-08-01;;2489,0;;1182,4686;1370203110,0;257902609,0;0,0;27,0;2017-08-01;2489;FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;FFMM-BANCHILE-9032;21023,0;0,0;0,0;0,0;0,0;0,0;8,1515266873473e-05;0,0;218105,2406;0,0;;;;;;;;;;;;;;;
14433;real_asset;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161-UNICA;UNICA;2000-07-20;2002-06-07;;2481,0;;;;;;;;2481;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161;;;;;;;;;;;;;;;;;;;;;;;;;
14434;real_asset;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161-A;A;2002-06-08;2006-04-07;14433,0;2481,0;;;;;;;;2481;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161;;;;;;;;;;;;;;;;;;;;;;;;;
14435;real_asset;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161-B;B;2002-06-08;2006-04-07;14433,0;2481,0;;;;;;;;2481;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161;;;;;;;;;;;;;;;;;;;;;;;;;
14436;real_asset;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161-C;C;2002-06-08;2006-04-07;;2481,0;;;;;;;;2481;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161;;;;;;;;;;;;;;;;;;;;;;;;;
14437;real_asset;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161-D;D;2003-10-16;2006-04-07;;2481,0;;;;;;;;2481;FONDO MUTUO PRINCIPAL DEPOSITO TOTAL;FFMM-PRINCIPAL-8161;;;;;;;;;;;;;;;;;;;;;;;;;
14438;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-UNICA;UNICA;2001-05-10;2002-06-07;;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14439;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-A;A;2002-06-08;;14438,0;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14440;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-B;B;2002-06-08;;;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14441;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-C;C;2002-06-08;;;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14442;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-D;D;2003-08-27;;;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14443;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-E;E;2003-09-29;;;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14444;real_asset;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185-F;F;2003-09-29;;;2482,0;;;;;;;;2482;FONDO MUTUO PRINCIPAL TANNER RENTA FIJA INTERNACIONAL;FFMM-PRINCIPAL-8185;;;;;;;;;;;;;;;;;;;;;;;;;
14445;real_asset;FONDO MUTUO PRINCIPAL TANNER-PROGRESION;FFMM-PRINCIPAL-8002-UNICA;UNICA;1961-08-14;1996-06-30;;2483,0;;;;;;;;2483;FONDO MUTUO PRINCIPAL TANNER-PROGRESION;FFMM-PRINCIPAL-8002;;;;;;;;;;;;;;;;;;;;;;;;;
14209;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-E;E;;2016-03-26;;2432,0;;;;;;;;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;;;;;;;;;;;;;;;;;;;;;;;;;
14210;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-G-APV;G-APV;;2016-03-26;;2432,0;;;;;;;;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;;;;;;;;;;;;;;;;;;;;;;;;;
14211;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-A;A;2014-09-26;2016-11-17;;2432,0;;1069,1393;967348040,0;0,0;0,0;0,0;2016-11-17;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;1460,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;37029,4434;;;;;;;;;;;;;;;
14212;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-APV;APV;2014-10-16;2016-11-17;;2432,0;;1074,4153;967348040,0;0,0;0,0;0,0;2016-11-17;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;71,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;2201,846;;;;;;;;;;;;;;;
14213;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-F;F;2014-09-12;2016-11-17;;2432,0;;1081,918;967348040,0;0,0;0,0;0,0;2016-11-17;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;21484,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;855032,4564;;;;;;;;;;;;;;;
14214;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-I;I;;2016-11-17;;2432,0;;;;;;;;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;;;;;;;;;;;;;;;;;;;;;;;;;
14215;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-LV;LV;;2016-11-17;;2432,0;;;;;;;;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;;;;;;;;;;;;;;;;;;;;;;;;;
14216;real_asset;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071-P;P;;2016-11-17;;2432,0;;;;;;;;2432;FONDO MUTUO LARRAINVIAL OPORTUNIDAD CHILE;FFMM-LARRAINVIAL-9071;;;;;;;;;;;;;;;;;;;;;;;;;
14561;real_asset;FONDO MUTUO SANTANDER SUPER GESTION;FFMM-SANTANDER-8464-APV;APV;2006-10-16;2009-12-16;;2534,0;;1085,0594;2638702718,0;3990710,0;0,0;2,0;2009-12-16;2534;FONDO MUTUO SANTANDER SUPER GESTION;FFMM-SANTANDER-8464;30,0;0,0;0,0;0,0;0,0;0,0;7,517459299222e-06;0,0;3677,8725;0,0;;;;;;;;;;;;;;;
14562;real_asset;FONDO MUTUO SANTANDER SUPER GESTION;FFMM-SANTANDER-8464-INVER;INVER;2006-10-16;2009-12-16;;2534,0;;1080,5931;2638702718,0;2625984133,0;0,0;512,0;2009-12-16;2534;FONDO MUTUO SANTANDER SUPER GESTION;FFMM-SANTANDER-8464;19490,0;0,0;0,0;0,0;0,0;0,0;7,397447742239583e-06;0,0;2430132,3388;8058,8664;;;;;;;;;;;;;;;
15363;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-N;N;;2020-12-18;;1820,0;;;;;;;;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;;;;;;;;;;;;;;;;;;;;;;;;;
15364;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-P;P;;2020-12-18;;1820,0;;;;;;;;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;;;;;;;;;;;;;;;;;;;;;;;;;
10066;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-EXT;EXT;;2020-12-18;;1820,0;;;;;;;;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;;;;;;;;;;;;;;;;;;;;;;;;;
10067;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-H-APV/APVC;H-APV/APVC;;2020-12-18;;1820,0;;;;;;;;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;;;;;;;;;;;;;;;;;;;;;;;;;
10068;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-I-APV/APVC;I-APV/APVC;;2020-12-18;;1820,0;;;;;;;;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;;;;;;;;;;;;;;;;;;;;;;;;;
10065;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-EA-AM;EA-AM;2017-10-25;2019-10-23;;1820,0;;877,6819;12534889014,0;3725313347,0;6,0;6,0;2019-10-23;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;1020,0;29599,0;0,0;0,0;0,0;0,0;2,738024710918365e-07;0,0;4244491,6176;0,0;;;;;;;;;;;;;;;
10057;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-C;C;2011-07-27;2011-12-28;;1820,0;;1935,5386;11622127319,0;0,0;0,0;0,0;2011-12-28;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
10059;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-S;S;;2017-09-07;;1820,0;;;;;;;;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;;;;;;;;;;;;;;;;;;;;;;;;;
10058;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-B;B;2011-07-27;2017-09-07;;1820,0;;1674,4556;6727416285,0;576205538,0;0,0;127,0;2017-09-07;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;47363,0;0,0;0,0;0,0;0,0;0,0;8,2198099248397e-05;0,0;344115,1431;0,0;;;;;;;;;;;;;;;
10060;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-X;X;2011-07-27;2017-09-07;;1820,0;;999,3874;6727416285,0;0,0;0,0;0,0;2017-09-07;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;629,1304;;;;;;;;;;;;;;;
10062;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-B-APV/APVC;B-APV/APVC;2017-09-08;2020-12-18;10058,0;1820,0;;1179,6318;6902623754,0;299360325,0;0,0;105,0;2020-12-18;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;24754,0;2393,0;0,0;0,0;0,0;0,0;8,197548318259169e-05;220,8815;253774,379;2431,7476;;;;;;;;;1,000862868;;;;;;
10064;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-D;D;2011-07-27;2020-12-18;;1820,0;;1036,1708;6902623754,0;848449812,0;1,0;3,0;2020-12-18;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;41621,0;6717,0;0,0;0,0;0,0;0,0;4,909767472383417e-05;705,9242;818832,0203;0,0;;;;;;;;;1,000862855;;;;;;
10061;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-A;A;2011-07-27;2020-12-18;;1820,0;;1131,1526;6902623754,0;1181594431,0;1,0;212,0;2020-12-18;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;115167,0;9355,0;0,0;0,0;0,0;0,0;9,75515573261008e-05;900,5958;1044593,3132;0,0;;;;;;;;;1,000862894;;;;;;
10063;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-CUI;CUI;2018-10-27;2020-12-18;;1820,0;;704,645;6902623754,0;2397048863,0;1,0;1,0;2020-12-18;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;233634,0;18979,0;0,0;0,0;0,0;0,0;9,755145399723717e-05;2932,8542;3401782,0326;0,0;;;;;;;;;1,000862896;;;;;;
15365;real_asset;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890-Z;Z;2019-10-24;2020-12-18;10065,0;1820,0;;698,7751;6902623754,0;0,0;0,0;0,0;2020-12-18;1820;FONDO MUTUO ZURICH VENTAJA LOCAL;FFMM-ZURICH-8890;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
9780;real_asset;FONDO MUTUO ETF IT NOW S&P/CLX CHILE DIVIDEND INDEX;FFMM-ITAU-9685-UNICA;UNICA;2019-01-11;;;1792,0;;1362,9752;10634348571,0;10631206560,0;1,0;20,0;2024-08-20;1792;FONDO MUTUO ETF IT NOW S&P/CLX CHILE DIVIDEND INDEX;FFMM-ITAU-9685;162666,0;0,0;0,0;0,0;0,0;0,0;1,530080326084832e-05;0,0;7800000,0;0,0;;;;;;;;;;;;;;;
15951;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-D;D;;2023-06-22;;1731,0;;;;;;;;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;;;;;;;;;;;;;;;;;;;;;;;;;
15952;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-D-APV;D-APV;;2023-06-22;;1731,0;;;;;;;;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;;;;;;;;;;;;;;;;;;;;;;;;;
9385;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-I;I;;2023-06-22;;1731,0;;;;;;;;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;;;;;;;;;;;;;;;;;;;;;;;;;
9386;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-I-APV;I-APV;;2023-06-22;;1731,0;;;;;;;;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;;;;;;;;;;;;;;;;;;;;;;;;;
15876;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-ADC;ADC;2020-08-17;2023-06-22;;1731,0;;1173,8114;121101272,0;0,0;0,0;0,0;2023-06-22;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;;;;;;;;;;;;;;
9384;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-B-APV;B-APV;2018-11-09;2023-06-22;;1731,0;;832,7406;121101272,0;57846127,0;0,0;10,0;2023-06-22;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;1902,0;0,0;0,0;0,0;0,0;0,0;3,2880334408559e-05;0,0;69464,7608;0,0;;;;;;;;;;;;;;;
9383;real_asset;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548-B;B;2018-01-02;2023-06-22;;1731,0;;768,7253;121101272,0;52587779,0;0,0;69,0;2023-06-22;1731;FONDO MUTUO BTG PACTUAL ESG ACCIONES CHILENAS;FFMM-BTG-9548;1471,0;0,0;0,0;0,0;0,0;0,0;3,913506030454419e-05;19512,822;68409,0654;0,0;;;;;;;;;;;;;;;
12114;real_asset;FONDO MUTUO SECURITY MID TERM GLOBAL;FFMM-ADMINISTRADORA-9712-S;S;2019-01-25;;;2026,0;;1130,88;49425833,54;55241,94;1,0;1,0;2024-08-20;2026;FONDO MUTUO SECURITY MID TERM GLOBAL;FFMM-ADMINISTRADORA-9712;0,0;0,1;0,0;0,0;0,0;0,0;;0,0;48,8488;0,0;;;;;;;;;;;;;;;
12113;real_asset;FONDO MUTUO SECURITY MID TERM GLOBAL;FFMM-ADMINISTRADORA-9712-J;J;;;;2026,0;;;;;;;;2026;FONDO MUTUO SECURITY MID TERM GLOBAL;FFMM-ADMINISTRADORA-9712;;;;;;;;;;;;;;;;;;;;;;;;;
